"Activity Date","Name","Address","City","Description"
01/11/2021,"COSWAY COMPANY","20633 S FORDYCE AVE ","CARSON","WAREHOUSE, MANUFACTURING, LOGISTICS (NON-REG)"
01/10/2021,"24 HOUR FITNESS","21501 HAWTHORNE BLVD","TORRANCE","GYMS AND FITNESS CENTERS (NO POOL)"
01/10/2021,"NOVO CAFE","30770 RUSSELL RANCH RD # G","WESTLAKE VILLAGE","RESTAURANT (151 + ) SEATS HIGH RISK"
01/10/2021,"MADHOUSE GAINS ASYLUM","4901 PATATA ST SUITE #108 ","CUDAHY","GYMS AND FITNESS CENTERS (NO POOL)"
01/10/2021,"BADMINTON CENTER COURT","3699 INDUSTRY AVE ","LAKEWOOD","YOUTH SPORTS AND ADULT RECREATIONAL SPORTS"
01/10/2021,"NAIL PLACE","712 W 712 W 1ST STREET ","LOS ANGELES","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/10/2021,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
01/10/2021,"MALIBU COUNTRY MART","3835 CROSS CREEK RD ","MALIBU","SHOPPING MALLS"
01/10/2021,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
01/10/2021,"BREAD & BARLEY","130 N CITRUS AVE","COVINA","RESTAURANT (31-60) SEATS HIGH RISK"
01/09/2021,"REPTACULAR RANCH","8828 GOLD CREEK RD ","SYLMAR","UNREGULATED FACILITY (COVID-19 HOO)"
01/09/2021,"CROSS FIT SOUTHBAY","725 W 5TH AVE ","HERMOSA BEACH","GYMS AND FITNESS CENTERS (NO POOL)"
01/09/2021,"HAPPY NAILS & SPA 4","830 W AVENUE L AVE ","LANCASTER","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/09/2021,"ANGRY BIRDZ CHICKEN","5065 HOLLYWOOD BLVD # 102","LOS ANGELES","RESTAURANT (0-30) SEATS HIGH RISK"
01/09/2021,"CLASSIC BARBERSHOP","453 N. WESTERN AVE. ","LOS ANGELES","HAIR SALONS/ BARBERSHOPS"
01/09/2021,"BRYAN HAWKINS KENPO KARATE","17615 CHATSWORTH ST ","GRANADA HILLS","GYMS AND FITNESS CENTERS (NO POOL)"
01/09/2021,"SHAPES BROW BAR","9301 TAMPA AVE ","NORTHRIDGE","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/09/2021,"DREAM ELITE ACADEMY","21150 CALIFA ST ","WOODLAND HILLS","GYMS AND FITNESS CENTERS (NO POOL)"
01/09/2021,"LOCK & KEY SOCIAL DRINKERY","11033 DOWNEY AVE","DOWNEY","RESTAURANT (61-150) SEATS HIGH RISK"
01/09/2021,"ACROPOLIS COUNSELING CENTER","13780 FOOTHILL #2 ","SYLMAR","GYMS AND FITNESS CENTERS (NO POOL)"
01/09/2021,"BASTARDS BAB-B-QUE","11045 DOWNEY AVE ","DOWNEY","RESTAURANT (31-60) SEATS HIGH RISK"
01/09/2021,"AMERICAN BARBERSHOP","1563 SUNSET BLVD ","LOS ANGELES","HAIR SALONS/ BARBERSHOPS"
01/09/2021,"COAST FITNESS - SOUTH BAY","5001 W EL SEGUNDO BLVD ","HAWTHORNE","GYMS AND FITNESS CENTERS (NO POOL)"
01/09/2021,"ANYTIME FITNESS","19235 VENTURA BLVD ","TARZANA","GYMS AND FITNESS CENTERS (NO POOL)"
01/09/2021,"WEST COAST BARBELL (GYM) AT WORLDPORT LLC INDUSTRIAL PARK","1841 NORTH GAFFEY ST, UNIT G ","SAN PEDRO","GYMS AND FITNESS CENTERS (NO POOL)"
01/09/2021,"FITNESS 19 - GARDENA","1310 ROSECRANS AVE ","GARDENA","GYMS AND FITNESS CENTERS (NO POOL)"
01/09/2021,"Z TAE KWON DO","13229 GLADSTONE AVE ","SYLMAR","GYMS AND FITNESS CENTERS (NO POOL)"
01/09/2021,"FLAPPY JACK'S PANCAKE HOUSE ","640 W ROUTE 66 ","GLENDORA","RESTAURANT (61-150) SEATS HIGH RISK"
01/09/2021,"MALIBU FIG RANCH","29127 PACIFIC COAST HWY ","MALIBU","CONSUMER FOOD"
01/09/2021,"LAQUE NAIL BAR","13041 VICTORY BLVD ","NORTH HOLLYWOOD","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/09/2021,"AMAZING LASH STUDIOS","24457 MAGIC MOUNTAIN PKWY ","SANTA CLARITA","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/09/2021,"NUMERO UNO PIZZA #27          ","24335 VICTORY BLVD STE C","WEST HILLS","RESTAURANT (31-60) SEATS HIGH RISK"
01/09/2021,"UNLIMITED FITNESS","3219 MANHATTAN AVE ","HERMOSA BEACH","GYMS AND FITNESS CENTERS (NO POOL)"
01/09/2021,"LA DANCE CONNECTION","10713 LA MIRADA BLVD ","WHITTIER","GYMS AND FITNESS CENTERS (NO POOL)"
01/09/2021,"ARUFFO'S                    ","126 N YALE AVE ","CLAREMONT","RESTAURANT (61-150) SEATS HIGH RISK"
01/09/2021,"DOG HAUS BIERGARTEN","2209 E BASELINE RD # 700","CLAREMONT","RESTAURANT (61-150) SEATS HIGH RISK"
01/08/2021,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
01/08/2021,"TULIP  SALON","1421 W OLIVE AVE ","BUBRANK","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/08/2021,"CASEY'S BARBERSHOP","107 N MYRTLE AVE ","MONROVIA","HAIR SALONS/ BARBERSHOPS"
01/08/2021,"BUZZED BARBERS","1200 N PACIFIC 102 ","GLENDALE","HAIR SALONS/ BARBERSHOPS"
01/08/2021,"HI BROW                       ","547 E FOOTHILL BLVD ","POMONA","RESTAURANT (31-60) SEATS HIGH RISK"
01/08/2021,"POLISH BY SAND SPA","3219 HIGHLAND AVE ","MANHATTAN BEACH","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/08/2021,"SLICK THREADING & WAXING SALON","1011 W FOOTHILL BLVD ","CLAREMONT","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/08/2021,"REFRESH NAILS","404 E BROADWAY ","GLENDALE","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/08/2021,"TARGET STORES #189            ","5600 E WHITTIER BLVD ","COMMERCE","FOOD MKT RETAIL (1-1,999 SF) LOW RISK"
01/08/2021,"NAIL & HAIR BAR","107 E ALAMEDA AVE ","BURBANK","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/08/2021,"GYB LA, LLC","3435 WILSHIRE BLVD STE 123","LOS ANGELES","RESTAURANT (151 + ) SEATS HIGH RISK"
01/08/2021,"HIGHPOINT BREWERY","402 W ARROW HWY 12 ","SAN DIMAS","BREWERIES/ WINERIES/ TASTING ROOMS (NO PHP)"
01/08/2021,"LT NAILS","9847 TOPANGA CANYON BLVD ","CHATSWORTH","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/08/2021,"SUNG SHOGUN","987 S VERMONT AVE STE D","LOS ANGELES","RESTAURANT (31-60) SEATS HIGH RISK"
01/08/2021,"TOTAL TAN","8505 SANTA MONICA BLVD. ","W. HOLLYWOOD","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/08/2021,"MR D'S DINER","919 FOOTHILL AVE","LA VERNE","RESTAURANT (61-150) SEATS HIGH RISK"
01/08/2021,"NOVO CAFE","30770 RUSSELL RANCH RD # G","WESTLAKE VILLAGE","RESTAURANT (151 + ) SEATS HIGH RISK"
01/08/2021,"PALM BEACH TAN","8715 SANTA MONICA BLVD ","W. HOLLYWOOD","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/07/2021,"GLAM HOUSE LOS ANGELES","5007 W PICO BLVD ","LOS ANGELES","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/07/2021,"TAYLOR ROSE HAIR STUDIO","7739 1/2 SANTA MONICA BLVD ","WEST HOLLYWOOD","HAIR SALONS/ BARBERSHOPS"
01/07/2021,"3RD BASE SPORTS BAR","1562 N CAHUENGA BLVD","LOS ANGELES","RESTAURANT (61-150) SEATS HIGH RISK"
01/07/2021,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
01/07/2021,"FORD HOTEL","1000 E 7TH ST ","LOS ANGELES","HOTEL (101 + ) ROOMS"
01/07/2021,"MODEL NAILS","3976 S FIGUEROA ST ","LOS ANGELES","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/07/2021,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
01/07/2021,"KAY THREADING","1263 HACIENDA BLVD ","LA PUENTE","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/07/2021,"NOVO CAFE","30770 RUSSELL RANCH RD # G","WESTLAKE VILLAGE","RESTAURANT (151 + ) SEATS HIGH RISK"
01/07/2021,"MASSAGE COMPANY","1106 N LA CIENEGA BLVD # 107 ","WEST HOLLYWOOD","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/07/2021,"BRAGG ABOUT IT AESTHETICS","4041 WEST SUNSET BLVD ","LOS ANGELES","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/06/2021,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
01/06/2021,"NOVO CAFE","30770 RUSSELL RANCH RD # G","WESTLAKE VILLAGE","RESTAURANT (151 + ) SEATS HIGH RISK"
01/06/2021,"900 MANHATTAN               ","900 MANHATTAN AVE ","MANHATTAN BEACH","RESTAURANT (61-150) SEATS HIGH RISK"
01/06/2021,"VICKY'S CLUBHOUSE","7817 MELROSE AVE ","LOS ANGELES","MUSIC/ TELEVISION/ FILM PRODUCTION"
01/06/2021,"ANGEL'S HAIR AND NAILS","4827 PARAMOUNT BLVD ","LAKEWOOD","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/06/2021,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
01/05/2021,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
01/05/2021,"SUNITA THREADING","10213 ROSECRANS AVE ","BELLFLOWER","HAIR SALONS/ BARBERSHOPS"
01/05/2021,"NOVO CAFE","30770 RUSSELL RANCH RD # G","WESTLAKE VILLAGE","RESTAURANT (151 + ) SEATS HIGH RISK"
01/05/2021,"DESTROYER CAFE","3578 HAYDEN AVE","CULVER CITY","RESTAURANT (0-30) SEATS HIGH RISK"
01/05/2021,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
01/05/2021,"TAQUISA MEXICAN FOOD","1041 E AMAR RD","WEST COVINA","RESTAURANT (31-60) SEATS HIGH RISK"
01/05/2021,"VICTORIA'S NAIL","7360 STEWART AND GRAY RD ","DOWNEY","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/04/2021,"BLUE BUTTERFLY COFFEE CO.","351 MAIN ST","EL SEGUNDO","RESTAURANT (31-60) SEATS HIGH RISK"
01/04/2021,"JADE BBQ & SEAFOOD RESTAURAN","7808 GARVEY AVE ","ROSEMEAD","RESTAURANT (61-150) SEATS HIGH RISK"
01/04/2021,"LOS BARBERS","726 N AZUSA AVE ","AZUSA","HAIR SALONS/ BARBERSHOPS"
01/04/2021,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
01/03/2021,"M&J BARBERSHOP","19443 SOLEDAD CANYON RD 107 ","SANTA CLARITA","HAIR SALONS/ BARBERSHOPS"
01/03/2021,"DENNY'S #8097","14301 INGLEWOOD AVE","HAWTHORNE","RESTAURANT (61-150) SEATS HIGH RISK"
01/03/2021,"NOVO CAFE","30770 RUSSELL RANCH RD # G","WESTLAKE VILLAGE","RESTAURANT (151 + ) SEATS HIGH RISK"
01/03/2021,"CHUY'S RESTAURANT","25289 THE OLD RD ","NEWHALL","RESTAURANT (151 + ) SEATS HIGH RISK"
01/03/2021,"DENNY'S RESTAURANT #8519","1150 S 7TH AVE ","HACIENDA HEIGHTS","RESTAURANT (151 + ) SEATS HIGH RISK"
01/03/2021,"BB THREADING","1300 W FRANCISQUITO AVE ","WEST COVINA","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/02/2021,"BASTARDS BAB-B-QUE","11045 DOWNEY AVE ","DOWNEY","RESTAURANT (31-60) SEATS HIGH RISK"
01/02/2021,"LAQUE NAIL BAR","13041 VICTORY BLVD ","NORTH HOLLYWOOD","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/02/2021,"THE CASTLE","2401 N SEPULVEDA BLVD ","MANHATTAN BEACH","RESTAURANT (31-60) SEATS HIGH RISK"
01/02/2021,"JOSEPH'S BAR AND GRILL","11032 DOWNEY AVE ","DOWNEY","RESTAURANT (61-150) SEATS HIGH RISK"
01/02/2021,"DAVE FISHER'S POWERHOUSE GYM","22715 HAWTHORNE BLVD ","TORRANCE","GYMS AND FITNESS CENTERS (NO POOL)"
01/02/2021,"VENICE WHALER","10 WASHINGTON BLVD","MARINA DEL REY","RESTAURANT (151 + ) SEATS HIGH RISK"
01/02/2021,"IHOP","1201 W FOOTHILL BLVD E ","LA VERNE","RESTAURANT (151 + ) SEATS HIGH RISK"
01/02/2021,"MOSMAN'S COUNTRY STEAKHOUSE & BAR","46645 60TH ST W","LANCASTER","FOOD MKT RETAIL LOW RISK (OII)"
01/02/2021,"LOCK & KEY SOCIAL DRINKERY","11033 DOWNEY AVE","DOWNEY","RESTAURANT (61-150) SEATS HIGH RISK"
01/02/2021,"CARUSOS PIZZA","10504 MOUNT GLEASON AVE","TUJUNGA","RESTAURANT (31-60) SEATS HIGH RISK"
01/02/2021,"MATTY'S CRAWDADDIES","1723 S CATALINA AVE","REDONDO BEACH","RESTAURANT (31-60) SEATS HIGH RISK"
12/31/2020,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
12/31/2020,"LET US WORSHIP","28776 THE OLD RD ","SANTA CLARITA","PLACES OF WORSHIP"
12/31/2020,"LET US WORSHIP","1632 BELLEVUE AVE ","LOS ANGELES","PLACES OF WORSHIP"
12/31/2020,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
12/31/2020,"RE-DIGGING THE WELLS","312 AZUSA ST ","LOS ANGELES","UNREGULATED FACILITY (COVID-19 HOO)"
12/30/2020,"BREAD & BARLEY","130 N CITRUS AVE","COVINA","RESTAURANT (31-60) SEATS HIGH RISK"
12/30/2020,"TAM NAILS SPA","940 E DOMINGUEZ ST J ","CARSON","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
12/30/2020,"900 MANHATTAN               ","900 MANHATTAN AVE ","MANHATTAN BEACH","RESTAURANT (61-150) SEATS HIGH RISK"
12/30/2020,"MARIA'S CENTRAL MARKET CAFE   ","1232 PRODUCE ROW ","LOS ANGELES","RESTAURANT (31-60) SEATS HIGH RISK"
12/30/2020,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
12/30/2020,"SCV ALL-STARS / GYMNASTIC CENTER","28335 CONSTELLATION RD ","VALENCIA","GYMS AND FITNESS CENTERS (NO POOL)"
12/30/2020,"NU MATICS SPORTS COMPLEX ALL STAR CHEER","120 E LEMON AVE D ","MONROVIA","GYMS AND FITNESS CENTERS (NO POOL)"
12/30/2020,"COAST FITNESS - SOUTH BAY","5001 W EL SEGUNDO BLVD ","HAWTHORNE","GYMS AND FITNESS CENTERS (NO POOL)"
12/30/2020,"DAVID'S BARBER SHOP","4151 BEVERLY BLVD #102 ","LOS ANGELES","HAIR SALONS/ BARBERSHOPS"
12/30/2020,"SHAPES BROW BAR","14006 RIVERSIDE DR #9290 ","SHERMAN OAKS","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
12/30/2020,"LULU'S RESTAURANT","16900 ROSCOE BLVD ","VAN NUYS","RESTAURANT (61-150) SEATS HIGH RISK"
12/30/2020,"SYLVAN LEARNING CENTER","23326 HAWTHORNE BLVD. 107 ","TORRANCE","UNREGULATED FACILITY (COVID-19 HOO)"
12/30/2020,"JOO POCHA","4163 W 3RD ST ","LOS ANGELES","CONSUMER FOOD"
12/29/2020,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
12/29/2020,"ROYAL VISTA GOLF CLUB","20055 E COLIMA RD ","WALNUT","RESTAURANT (151 + ) SEATS HIGH RISK"
12/29/2020,"HOUSE OF ELAN","131 N CITRUS AVE ","COVINA","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
12/29/2020,"PICKUP USA","2387 BUENA VISTA ST ","IRWINDALE","GYMS AND FITNESS CENTERS (NO POOL)"
12/29/2020,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
12/29/2020,"DJ ALL ABOUT HAIR","10864 LA GRANGE ","LOS ANGELES","HAIR SALONS/ BARBERSHOPS"
12/28/2020,"BREAD & BARLEY","130 N CITRUS AVE","COVINA","RESTAURANT (31-60) SEATS HIGH RISK"
12/28/2020,"SUPER A FOODS               ","13120 S DOWNEY AVE","PARAMOUNT","FOOD MKT RETAIL (2,000+ SF) LOW RISK"
12/26/2020,"THE COPPER MINE","21733 VENTURA BLVD","WOODLAND HILLS","RESTAURANT (151 + ) SEATS HIGH RISK"
12/26/2020,"ROXY BEAUTY SALON","1447 W 3RD STREET ","LOS ANGELES","HAIR SALONS/ BARBERSHOPS"
12/26/2020,"B C CAFE                      ","701 S INDIAN HILL BLVD ","CLAREMONT","RESTAURANT (61-150) SEATS HIGH RISK"
12/24/2020,"KAY THREADING INC","1807 N HACIENDA BLVD ","LA PUENTE","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
12/24/2020,"VIVID NAILS AND BEAUTY BAR","2501 COLORADO BLVD ","EAGLE ROCK","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
12/23/2020,"JOSE'S BARBER SHOP & BEAUTY SALONS","19969 SOLEDAD CANYON RD ","CANYON COUNTRY","HAIR SALONS/ BARBERSHOPS"
12/23/2020,"L.A. NAILS SPAS","5857 S CENTRAL AVE 130 ","LOS ANGELES","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
12/23/2020,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
12/23/2020,"LA NAILS SPA","1407 E GAGE AVE D ","LOS ANGELES","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
12/23/2020,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
12/23/2020,"BREAD & BARLEY","130 N CITRUS AVE","COVINA","RESTAURANT (31-60) SEATS HIGH RISK"
12/23/2020,"DEL FRISCO'S GRILL","1551 OCEAN AVE","SANTA MONICA","RESTAURANT (151 + ) SEATS HIGH RISK"
12/23/2020,"CARTEL CUTS","4326 TWEEDY BLVD ","SOUTH GATE","HAIR SALONS/ BARBERSHOPS"
12/23/2020,"SAN PEDRO CAFE              ","605 S PACIFIC AVE ","SAN PEDRO","RESTAURANT (61-150) SEATS HIGH RISK"
12/23/2020,"BRITE SPOT RESTAURANT       ","615 S PACIFIC AVE ","SAN PEDRO","RESTAURANT (31-60) SEATS HIGH RISK"
12/23/2020,"RUBEN'S BAR AND GRILL       ","255 E COLUMBIA WAY ","LANCASTER","RESTAURANT (31-60) SEATS MODERATE RISK"
12/23/2020,"DREAMS CLUB","811 CRISTOBAL AVE","WILMINGTON","RESTAURANT (61-150) SEATS LOW RISK"
12/22/2020,"NAILS AND LASHES","1208 W FRANCISQUITO AVE C ","WEST COVINA","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
12/22/2020,"NOVO CAFE","30770 RUSSELL RANCH RD # G ","WESTLAKE VILLAGE","RESTAURANT (151 + ) SEATS HIGH RISK"
12/22/2020,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
12/22/2020,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
12/22/2020,"WATERSIDE AT MARINA DEL REY","4700 ADMIRALTY WAY ","MARINA DEL REY","SHOPPING MALLS"
12/22/2020,"HIGHPOINT BREWERY","402 W ARROW HWY 12 ","SAN DIMAS","BREWERIES/ WINERIES/ TASTING ROOMS (NO PHP)"
12/22/2020,"PARTS AUTHORITY","7185 ROSEMEAD BLVD ","PICO RIVERA","WAREHOUSE, MANUFACTURING, LOGISTICS (NON-REG)"
12/21/2020,"SIGNATURE NAIL & SPA","314 S CALIFORNIA AVE ","WEST COVINA","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
12/21/2020,"FRESH ROAST","310 S SAN GABRIEL BLVD ","SAN GABRIEL","RESTAURANT (0-30) SEATS MODERATE RISK"
12/20/2020,"SMARTSTYLE HAIR SALON","44665 VALLEY CENTRAL WAY ","LANCASTER","HAIR SALONS/ BARBERSHOPS"
12/20/2020,"MASTRO'S OCEAN CLUB","18412 PACIFIC COAST HWY ","MALIBU","RESTAURANT (151 + ) SEATS HIGH RISK"
12/20/2020,"XO HAIRCUTS","28015 SECO CANYON RD ","SANTA CLARITA","HAIR SALONS/ BARBERSHOPS"
12/20/2020,"OCEAN NAIL SPA","27916 SECO CANYON RD 203 ","SANTA CLARITA","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
12/20/2020,"RED PERSIMMON NAIL SPA","27939 SECO CANYON RD ","SANTA CLARITA","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
12/20/2020,"JACK'S PLACE","40352 90TH ST","LEONA VALLEY","RESTAURANT (31-60) SEATS HIGH RISK"
12/19/2020,"LA PUENTE CROSS FIT","151 S HACIENDA BLVD ","INDUSTRY","GYMS AND FITNESS CENTERS (NO POOL)"
12/19/2020,"TOP SERVICE NAILS AND LASHES","1453 AZUSA AVE F2 ","COVINA","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
12/19/2020,"MADHOUSE GAINS ASYLUM","4901 PATATA ST SUITE #108 ","CUDAHY","GYMS AND FITNESS CENTERS (NO POOL)"
12/19/2020,"NO LIMIT TRAINING FACILITY ","5440 VINELAND AVE ","NORTH HOLLYWOOD ","GYMS AND FITNESS CENTERS (NO POOL)"
12/19/2020,"TATIANA BROW BAR","2750 COLORADO BLVD ","LOS ANGELS","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
12/19/2020,"VIVID NAILS AND BEAUTY BAR","2501 COLORADO BLVD ","EAGLE ROCK","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
12/18/2020,"IT'S A GRIND COFFEE HOUSE","13295 SOUTH ST","CERRITOS","RESTAURANT (0-30) SEATS MODERATE RISK"
12/18/2020,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
12/18/2020,"FOOTHILL NAILS","3432 FOOTHILL BLVD ","GLENDALE","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
12/17/2020,"AA MEAT PRODUCTS INC","6544 FLOTILLA ST","COMMERCE","FOOD PROCESSING WHOLESALE (6,000 + SQ. FT.)"
12/17/2020,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
12/17/2020,"LA SEXY MICHELADA","7051 GREENLEAF AVE","WHITTIER","RESTAURANT (61-150) SEATS HIGH RISK"
12/17/2020,"LEGACY BRAZILLIAN JIU JITSU","330 N VICTORY BLVD N ","BURBANK","GYMS AND FITNESS CENTERS (NO POOL)"
12/17/2020,"ENRICH FIT GYM , PMA","2422 W VICTORY BLVD ","BURBANK","GYMS AND FITNESS CENTERS (NO POOL)"
12/17/2020,"ROOP THREADING SALON","220 E SEPULVEDA BLVD ","CARSON","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
12/17/2020,"THE PIZZA PLACE             ","170 E BONITA AVE ","SAN DIMAS","RESTAURANT (31-60) SEATS HIGH RISK"
12/17/2020,"100 PROOF BARBER","718 S GRAND AVE ","GLENDORA","HAIR SALONS/ BARBERSHOPS"
12/16/2020,"FOREVER NAILS AND SPA","26910 THE OLD RD ","VALENCIA","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
12/16/2020,"SWEETWATER BAR AND GRILL","33310 AGUA DULCE CANYON RD ","AGUA DULCE","RESTAURANT (31-60) SEATS HIGH RISK"
12/16/2020,"NAILS & LASHES BY ASHLEY","16260 PARAMOUNT BLVD # I ","PARAMOUNT","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
12/16/2020,"CARUSOS PIZZA               ","13737 FOOTHILL BLVD ","SYLMAR","RESTAURANT (61-150) SEATS HIGH RISK"
12/16/2020,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
12/16/2020,"PACIFIC DINER","3821 S PACIFIC AVE ","SAN PEDRO","RESTAURANT (61-150) SEATS HIGH RISK"
12/16/2020,"DENNY'S RESTAURANT #8076    ","9804 FLAIR DR ","EL MONTE","RESTAURANT (61-150) SEATS HIGH RISK"
12/16/2020,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
12/16/2020,"THREE BROTHERS BEAUTY SALON AND BARBER SHOP","4040 W WASHINGTON BLVD 30 ","LOS ANGELES","HAIR SALONS/ BARBERSHOPS"
12/16/2020,"JW BARBER SHOP","43965 15TH ST W ","LANCASTER","HAIR SALONS/ BARBERSHOPS"
12/16/2020,"PALISADES VILLAGE","15225 PALISADES VILLAGE LN ","PACIFIC PALISADES","UNREGULATED FACILITY (COVID-19 HOO)"
12/15/2020,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
12/15/2020,"AMERICANA AT BRAND","889 AMERICANA WAY ","GLENDALE","UNREGULATED FACILITY (COVID-19 HOO)"
12/15/2020,"BEVERLY HILLS PLAYHOUSE","254 S ROBERTSON BLVD ","BEVERLY HILLS","THEATER/DRIVE-IN"
12/15/2020,"EURO CAFFE","427 N CANON DR # 110","BEVERLY HILLS","RESTAURANT (0-30) SEATS MODERATE RISK"
12/15/2020,"FAMILY HAIR CUTTERS","11009 BURBANK BLVD ","NORTH HOLLYWOOD","HAIR SALONS/ BARBERSHOPS"
